number,street,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
10802.0,95TH AV               ,,,,,,,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,,1.0
11110.0,95TH AV               ,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,1.0,,,,,,,,,,1.0
11316.0,95TH AV               ,,,,,,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,1.0
12415.0,95TH AV               ,,,,,,,,0.0,0.0,,0.0,1.0,0.0,,0.0,,,,,,,,,,1.0
13208.0,95TH AV               ,,,,,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,1.0
13316.0,95TH AV               ,,,,,,,,11.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,11.0
115.0,ASHLAND PL              ,,,,,,,1.0,1.0,1.0,0.0,,0.0,1.0,,,,,,,0.0,0.0,,,,4.0
125.0,ASHLAND PL              ,,,,,,,0.0,1.0,1.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,2.0
135.0,ASHLAND PL              ,,,,,,,2.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,0.0,0.0,,,,3.0
225.0,ASHLAND PL              ,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1.0,1.0,,,,2.0
230.0,ASHLAND PL              ,,,,,,,0.0,0.0,1.0,0.0,,1.0,0.0,,,,,,,0.0,0.0,,,,2.0
262.0,ASHLAND PL              ,,,,,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,0.0,3.0,,,,4.0
10170.0,99TH ST               ,,,,,,,,,,,,,,,4.0,9.0,4.0,,,,,,,,17.0
200.0,MADISON ON 35TH ST      ,,,,,,,,,,1.0,,,,,,,,,,,6.0,,4.0,6.0,17.0
191.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,1.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,1.0
220.0,KOSCIUSKO ST            ,,,,,,1.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,1.0
275.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,0.0,,0.0,,,,0.0,,,,1.0
450.0,KOSCIUSKO ST            ,,,,,,0.0,7.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,7.0
474.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,,1.0,,,,1.0
536.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,,,,0.0,,,,1.0
578.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,2.0,,0.0,,,,0.0,,,,2.0
600.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,1.0
601.0,KOSCIUSKO ST            ,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,,2.0,,,,2.0
13909.0,84TH DR               ,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,1.0,,,,,,,1.0
14010.0,84TH DR               ,,,,,,,2.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0
14128.0,84TH DR               ,,,,,,,1.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0
14140.0,84TH DR               ,,,,,,,0.0,1.0,0.0,,,0.0,0.0,,1.0,,,0.0,,,,,,,2.0
14328.0,84TH DR               ,,,,,,,0.0,0.0,0.0,,,1.0,1.0,,0.0,,,0.0,,,,,,,2.0
15809.0,84TH DR               ,,,,,,,0.0,5.0,4.0,,,0.0,0.0,,0.0,,,0.0,,,,,,,9.0
13108.0,116TH AV              ,,,,,,0.0,,,0.0,,0.0,1.0,,,4.0,,,,0.0,,0.0,0.0,,,5.0
14208.0,116TH AV              ,,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,2.0
14311.0,116TH AV              ,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,1.0,,,1.0
14717.0,116TH AV              ,,,,,,0.0,,,1.0,,3.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,4.0
15921.0,116TH AV              ,,,,,,1.0,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,1.0
16809.0,116TH AV              ,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,1.0,0.0,,,1.0
16903.0,116TH AV              ,,,,,,0.0,,,0.0,,0.0,1.0,,,0.0,,,,0.0,,0.0,0.0,,,1.0
21717.0,116TH AV              ,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,2.0,,0.0,0.0,,,2.0
186.0,ASHFORD ST              ,,,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
395.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,1.0,0.0,,1.0
400.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,0.0,,,,1.0,,1.0,0.0,,,0.0,,0.0,0.0,,2.0
534.0,ASHFORD ST              ,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
558.0,ASHFORD ST              ,,,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
804.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,1.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
816.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,1.0,,,,0.0,,0.0,1.0,,,0.0,,0.0,0.0,,2.0
830.0,ASHFORD ST              ,,,,,,,0.0,1.0,2.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,3.0
895.0,ASHFORD ST              ,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
901.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,1.0,,1.0
920.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,1.0,,0.0,0.0,,1.0
959.0,ASHFORD ST              ,,,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
967.0,ASHFORD ST              ,,,,,,,0.0,0.0,0.0,1.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,1.0
25.0,KING ST                  ,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,1.0
28.0,KING ST                  ,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,1.0,2.0,,4.0
37.0,KING ST                  ,0.0,,,,0.0,0.0,0.0,,4.0,0.0,1.0,,,0.0,,,,,0.0,,,0.0,0.0,,5.0
45.0,KING ST                  ,0.0,,,,1.0,1.0,2.0,,0.0,1.0,0.0,,,1.0,,,,,0.0,,,0.0,0.0,,6.0
56.0,KING ST                  ,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,1.0,,,0.0,0.0,,1.0
10311.0,68TH DR               ,,,,,0.0,,0.0,0.0,0.0,,,2.0,1.0,,2.0,0.0,,,,,0.0,,,0.0,5.0
10420.0,68TH DR               ,,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,1.0
10828.0,68TH DR               ,,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,1.0
13602.0,68TH DR               ,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,1.0,,,1.0,2.0
13606.0,68TH DR               ,,,,,1.0,,0.0,2.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,3.0
13840.0,68TH DR               ,,,,,0.0,,1.0,1.0,2.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,4.0
14102.0,68TH DR               ,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,,,,0.0,,,0.0,1.0
10.0,E 46TH ST                ,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0
16.0,E 46TH ST                ,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,3.0,,,,5.0
20.0,E 46TH ST                ,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,,0.0,,,,10.0
46.0,E 46TH ST                ,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0
54.0,FEATHERBED LA            ,,,,,,,,7.0,6.0,4.0,,,,,,,,,,,,,,,17.0
110.0,W 97TH ST               ,,,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,1.0,,0.0,0.0,,,,4.0
160.0,W 97TH ST               ,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,1.0,,,,4.0
230.0,W 97TH ST               ,,,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,1.0
305.0,W 97TH ST               ,,,,,,,0.0,,1.0,1.0,1.0,2.0,2.0,0.0,1.0,,,0.0,,0.0,0.0,,,,8.0
13210.0,S CONDUIT AV          ,,,,,,,,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,3.0
15370.0,S CONDUIT AV          ,,,,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0
15410.0,S CONDUIT AV          ,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0
21910.0,S CONDUIT AV          ,,,,,,,,0.0,0.0,0.0,1.0,,1.0,6.0,2.0,1.0,,1.0,,,,,,,12.0
1117.0,MANOR AV               ,,,,,,,,1.0,1.0,4.0,1.0,,0.0,0.0,,,,,,,,,,,7.0
1141.0,MANOR AV               ,,,,,,,,0.0,0.0,4.0,1.0,,1.0,0.0,,,,,,,,,,,6.0
1145.0,MANOR AV               ,,,,,,,,0.0,0.0,1.0,0.0,,0.0,3.0,,,,,,,,,,,4.0
351.0,42ND ST                 ,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,1.0
542.0,42ND ST                 ,,,,,,0.0,1.0,0.0,0.0,,,,,0.0,,,,,,,,,,,1.0
755.0,42ND ST                 ,,,,,,10.0,1.0,1.0,0.0,,,,,0.0,,,,,,,,,,,12.0
870.0,42ND ST                 ,,,,,,0.0,0.0,2.0,0.0,,,,,0.0,,,,,,,,,,,2.0
975.0,42ND ST                 ,,,,,,0.0,0.0,0.0,1.0,,,,,0.0,,,,,,,,,,,1.0
14011.0,JEWEL AV              ,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,1.0
14409.0,JEWEL AV              ,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,1.0
15056.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,2.0
15062.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,1.0
15515.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,,,,1.0
15524.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,,,,1.0
15530.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,,2.0
15811.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,1.0,,,,2.0
15839.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,,,1.0
16106.0,JEWEL AV              ,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,1.0
16108.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,1.0
16129.0,JEWEL AV              ,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,,,,3.0
1.0,HANSON PL                 ,,,,,,,0.0,1.0,1.0,0.0,,,,,,1.0,0.0,0.0,,,2.0,,,,5.0
2.0,HANSON PL                 ,,,,,,,1.0,2.0,1.0,1.0,,,,,,2.0,3.0,2.0,,,0.0,,,,12.0
10332.0,112TH ST              ,,,,,,1.0,14.0,,,0.0,0.0,,,,,,,,,,,,,,15.0
10718.0,112TH ST              ,,,,,,0.0,0.0,,,0.0,1.0,,,,,,,,,,,,,,1.0
11141.0,112TH ST              ,,,,,,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,1.0
2701.0,QUEENS PZ N            ,,,,,,,,,,,,1.0,1.0,,0.0,13.0,,,,,,,,,15.0
2811.0,QUEENS PZ N            ,,,,,,,,,,,,0.0,0.0,,2.0,0.0,,,,,,,,,2.0
57.0,SAINT PAULS PL           ,,,,,,,,,,11.0,,,1.0,,,0.0,,1.0,1.0,,,,,,14.0
66.0,SAINT PAULS PL           ,,,,,,,,,,1.0,,,0.0,,,1.0,,0.0,0.0,,,,,,2.0
68.0,SAINT PAULS PL           ,,,,,,,,,,0.0,,,0.0,,,0.0,,0.0,1.0,,,,,,1.0
221.0,W 152ND ST              ,,,,,,,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0
304.0,W 152ND ST              ,,,,,,,,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,1.0,,,,2.0
539.0,W 152ND ST              ,,,,,,,,1.0,0.0,,,,,,1.0,0.0,6.0,2.0,,3.0,0.0,,,,13.0
610.0,W 152ND ST              ,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,1.0
152.0,W 66TH ST               ,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,2.0
155.0,W 66TH ST               ,,,,,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,3.0
160.0,W 66TH ST               ,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,,,,,,,,,4.0
165.0,W 66TH ST               ,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,,,,,3.0
200.0,W 66TH ST               ,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,1.0
303.0,W 66TH ST               ,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,,0.0,0.0,,,,,,,,,3.0
320.0,W 66TH ST               ,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,,,,,,,,1.0
10.0,PLAZA ST E               ,,,,,,0.0,,0.0,,,0.0,,1.0,0.0,,,0.0,,,1.0,,,,,2.0
20.0,PLAZA ST E               ,,,,,,1.0,,0.0,,,1.0,,2.0,3.0,,,0.0,,,1.0,,,,,8.0
34.0,PLAZA ST E               ,,,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,0.0,,,0.0,,,,,1.0
60.0,PLAZA ST E               ,,,,,,0.0,,5.0,,,0.0,,0.0,0.0,,,1.0,,,0.0,,,,,6.0
370.0,BROOK AV                ,,,,,,,,0.0,0.0,,,1.0,1.0,,,,,,,,,,,0.0,2.0
400.0,BROOK AV                ,,,,,,,,1.0,0.0,,,0.0,0.0,,,,,,,,,,,0.0,1.0
560.0,BROOK AV                ,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,9.0,9.0
704.0,BROOK AV                ,,,,,,,,0.0,0.0,,,1.0,1.0,,,,,,,,,,,0.0,2.0
730.0,BROOK AV                ,,,,,,,,0.0,0.0,,,1.0,0.0,,,,,,,,,,,0.0,1.0
808.0,BROOK AV                ,,,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0
10353.0,101ST ST              ,,,,,,,12.0,5.0,,,,,,,,,,,,,,,,,17.0
8104.0,155TH AV               ,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,1.0
8106.0,155TH AV               ,,,,,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2.0
8222.0,155TH AV               ,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,2.0
8825.0,155TH AV               ,,,,,,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,4.0
8920.0,155TH AV               ,,,,,,0.0,0.0,,0.0,1.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,4.0
8935.0,155TH AV               ,,,,,,0.0,1.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,4.0
360.0,MOTHER GASTON BL        ,,,,,,0.0,,,1.0,0.0,1.0,,,0.0,,,,,,,0.0,0.0,,,2.0
500.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,1.0,0.0,,,0.0,,,,,,,0.0,0.0,,,1.0
550.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,0.0,0.0,,,2.0,,,,,,,0.0,0.0,,,2.0
565.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,3.0,5.0,,,8.0
600.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,1.0,,,1.0
680.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,,,1.0
792.0,MOTHER GASTON BL        ,,,,,,1.0,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,1.0
921.0,MOTHER GASTON BL        ,,,,,,0.0,,,0.0,0.0,1.0,,,0.0,,,,,,,0.0,0.0,,,1.0
6.0,W 77TH ST                 ,,,,,,,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,,1.0,,,,,,,17.0
11.0,W 60TH ST                ,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,,,1.0
30.0,W 60TH ST                ,,,,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,,1.0,,,,,0.0,0.0,,,5.0
36.0,W 60TH ST                ,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,,,1.0
45.0,W 60TH ST                ,,,,,,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,1.0,,0.0,,,,,2.0,0.0,,,10.0
2317.0,TIEBOUT AV             ,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,1.0
2364.0,TIEBOUT AV             ,,,,,,,0.0,,11.0,2.0,1.0,,,0.0,,,,,,,,,,,14.0
2398.0,TIEBOUT AV             ,,,,,,,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,1.0
14152.0,33RD AV               ,,,,,,,,,,,,0.0,,,,,,15.0,,,,,,,15.0
14738.0,33RD AV               ,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,1.0
1040.0,NELSON AV              ,,,,,,,,0.0,,2.0,0.0,,0.0,,,1.0,,,1.0,,,0.0,,,4.0
1041.0,NELSON AV              ,,,,,,,,0.0,,2.0,1.0,,0.0,,,0.0,,,0.0,,,0.0,,,3.0
1075.0,NELSON AV              ,,,,,,,,0.0,,1.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
1275.0,NELSON AV              ,,,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
1314.0,NELSON AV              ,,,,,,,,0.0,,1.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
1375.0,NELSON AV              ,,,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
1416.0,NELSON AV              ,,,,,,,,0.0,,0.0,0.0,,1.0,,,0.0,,,0.0,,,0.0,,,1.0
1485.0,NELSON AV              ,,,,,,,,1.0,,0.0,1.0,,0.0,,,0.0,,,0.0,,,0.0,,,2.0
1709.0,NELSON AV              ,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,,1.0
1715.0,NELSON AV              ,,,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,1.0
23.0,GRAND ST                 ,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,,2.0
27.0,GRAND ST                 ,,,,1.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,0.0,,0.0,,2.0,,12.0
63.0,GRAND ST                 ,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,,0.0,,1.0
75.0,GRAND ST                 ,,,,0.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0
4.0,TIMES SQ ON 42 ST         ,1.0,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,16.0
10.0,CLINTON ST               ,,,,,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,3.0
17.0,CLINTON ST               ,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,1.0
20.0,CLINTON ST               ,,,,,,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,4.0
21.0,CLINTON ST               ,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,2.0
40.0,CLINTON ST               ,,,,,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,2.0
61.0,CLINTON ST               ,,,,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,3.0
75.0,CLINTON ST               ,,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1.0
31.0,W 11TH ST                ,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,0.0,,,,,,,,,2.0
50.0,W 11TH ST                ,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,,,,,,,,,2.0
55.0,W 11TH ST                ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,,,,,,,,1.0
64.0,W 11TH ST                ,,,,,,1.0,3.0,1.0,3.0,0.0,0.0,,,1.0,,1.0,,,,,,,,,10.0
68.0,W 11TH ST                ,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,,1.0
11054.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,0.0,0.0,,,,1.0
11310.0,FARMERS BL            ,,1.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,1.0
11331.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,0.0,0.0,,,,1.0
11506.0,FARMERS BL            ,,0.0,,,,,0.0,1.0,1.0,0.0,,1.0,0.0,,,,,,,0.0,0.0,,,,3.0
11562.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.0,,,,1.0
11642.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1.0,0.0,,,,1.0
11649.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,2.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,2.0
12116.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,0.0,0.0,,,,1.0
13115.0,FARMERS BL            ,,0.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,1.0
13410.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,1.0
14502.0,FARMERS BL            ,,0.0,,,,,0.0,0.0,2.0,1.0,,0.0,0.0,,,,,,,0.0,0.0,,,,3.0
1310.0,SURF AV                ,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,,,,0.0,,,2.0,0.0,1.0,,1.0,5.0
1902.0,SURF AV                ,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,1.0,,0.0,1.0
1904.0,SURF AV                ,,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,,,,1.0,,,0.0,2.0,1.0,,1.0,6.0
2007.0,SURF AV                ,,,,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,2.0
3020.0,SURF AV                ,,,,,,,1.0,0.0,0.0,,0.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,2.0
1569.0,INDEPENDENCE AV        ,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0
2975.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,2.0,2.0,4.0
2995.0,INDEPENDENCE AV        ,,,,,,,,,,1.0,0.0,0.0,0.0,,0.0,,1.0,,,,,,0.0,0.0,2.0
3101.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,2.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0
3720.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,,0.0,,,,,,0.0,0.0,1.0
3777.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,1.0,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,2.0
3901.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,1.0
4660.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,,0.0,,,,,,0.0,0.0,1.0
4695.0,INDEPENDENCE AV        ,,,,,,,,,,0.0,1.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,1.0
2333.0,27TH ST                ,,,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,2.0
